"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1828743936795644110","Wed Aug 28 16:45:57 +0000 2024","0","@zakiberkata Tiba2 banyak ahli megathrust ini mas zak","1828836431026126888","","zakiberkata","in","Yogyakarta, Indonesia","0","0","0","https://x.com/InfoJogja1/status/1828836431026126888","1277299895007735808","InfoJogja1"
"1828835248177577994","Wed Aug 28 16:41:15 +0000 2024","1","Kepala Pusat Gempabumi dan Tsunami BMKG dr. Daryono menjelaskan potensi sumber gempa megathrust yang dapat sebabkan tsunami. https://t.co/8EZYBw8NSz","1828835248177577994","","","in","Jakarta, Indonesia","0","0","0","https://x.com/detikinet/status/1828835248177577994","135815019","detikinet"
"1828832693234327837","Wed Aug 28 16:31:06 +0000 2024","2","CEK FAKTA: Gempa Megathrust Buat Takuti Warga agar Mau Pindah ke IKN https://t.co/Y9yUazcKqy","1828832693234327837","","","in","","0","0","1","https://x.com/IDNTimes/status/1828832693234327837","388190238","IDNTimes"
"1828756998604931252","Wed Aug 28 14:11:14 +0000 2024","0","@Hypnotired Megathrust nanti kaget lu Kai gabisa tuh pencet pencet segampang di hp.","1828797494828114134","","Hypnotired","in","Adam Edbert’s. ","0","1","0","https://x.com/Junvilest/status/1828797494828114134","3562631953","Junvilest"
"1828777647247433909","Wed Aug 28 14:07:52 +0000 2024","0","@mujaerim nunggu megathrust","1828796646840484011","","mujaerim","in","dnf","0","1","0","https://x.com/windrieses/status/1828796646840484011","1649693588815777794","windrieses"
"1828794414438990053","Wed Aug 28 13:59:00 +0000 2024","1","Dyah Roro Esti Pertanyakan Kesiapan Industri RI Hadapi Ancaman Gempa Megathrust #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/6K8l7o6xGo","1828794414438990053","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/golkarpedia/status/1828794414438990053","721898354502930433","golkarpedia"
"1828789469534990654","Wed Aug 28 13:58:27 +0000 2024","0"," Dengan memperhatikan lokasi episenter dan kedalaman hiposenternya gempa bumi yang terjadi merupakan jenis gempa bumi dangkal akibat adanya deformasi batuan di bidang kontak antar lempang (megathrust) ujar Daryono kepala pusat gempa bumi dan tsunami BMKG.","1828794276366741712","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828794276366741712","2524284607","alt_egoes"
"1828793735624438120","Wed Aug 28 13:56:18 +0000 2024","0","Iya lagi buka ig tuh isinya yg indah2 alhamdulillah bagus sih seneng juga liat teman2ku berbahagia Buka twitter isinya gado2 banget. Politik megathrust kpop manga manhwa manhua anime game. Ditinggal 1 jam udah ketinggalan banyak hal...","1828793735624438120","","","in"," 🇮🇩 | she/her","0","0","0","https://x.com/ineedwoo/status/1828793735624438120","1420686474","ineedwoo"
"1828793529109561400","Wed Aug 28 13:55:29 +0000 2024","0","serem juga megathrust","1828793529109561400","","","in","Daerah Istimewa UMR Rendah","0","0","0","https://x.com/hampirmerdeka/status/1828793529109561400","1141243047658680320","hampirmerdeka"
"1828789469534990654","Wed Aug 28 13:54:35 +0000 2024","0","Orang Jogja dan sekitarnya tentu masih ingat sama gempa yang terjadi tanggal 26 Agustus kemarin. Menurut data itu juga sebenarnya termasuk ke dalam gempa megathrust.","1828793302617145582","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828793302617145582","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:53:08 +0000 2024","0","Oleh karena itu gempa megathrust termasuk dalam jenis bencana alam yang informasinya wajib dikeluarkan oleh Badan Meteorologi Klimatologi dan Geofisika ( BMKG )","1828792937360261616","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828792937360261616","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:52:32 +0000 2024","0","Gempa bumi yang berasal dari megathrust dapat menghasilkan gempa dahsyat dengan magnitudo di atas delapan dan berpotensi menyebabkan tsunami.","1828792787569131849","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828792787569131849","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:52:14 +0000 2024","0","Zona megathrust adalah zona bertumbuknya dua lempeng bumi yang berbeda dan zona semacam ini banyak sekali terdapat di wilayah kita.","1828792710029103114","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828792710029103114","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:51:44 +0000 2024","0","Gempa megathrust adalah gempa bumi yang terjadi karena adanya pergeseran segmen-segmen di zona megathrust.","1828792584938094891","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828792584938094891","2524284607","alt_egoes"
"1828723727380389969","Wed Aug 28 13:49:39 +0000 2024","0","@Rhandsome123 @unmagnetism kalo gini aman dari potensi megathrust ngga?","1828792063481327807","","Rhandsome123","in","Tegal,Indonesia Raya","0","0","0","https://x.com/selflove9911/status/1828792063481327807","1130711608525594624","selflove9911"
"1828789469534990654","Wed Aug 28 13:43:11 +0000 2024","0","Apa sih gempa megathrust dan apa bedanya sama gempa biasa yang pernah kita alami sebelumnya?","1828790436351390063","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828790436351390063","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:40:42 +0000 2024","0","nggak cuma satu atau dua tapi ada 16 lokasi gempa megathrust yang udah dikantongi datanya sama BMKG. semuanya ngepung teritori Indonesia.","1828789807688130896","","alt_egoes","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828789807688130896","2524284607","alt_egoes"
"1828789469534990654","Wed Aug 28 13:39:21 +0000 2024","1","Guys udah denger tentang Gempa Megathrust yang diprediksi bakalan bikin Indonesia gonjang-ganjing di masa mendatang? A THREAD https://t.co/3fKxJf98mf","1828789469534990654","https://pbs.twimg.com/media/GWEqU7AaMAAq4wM.jpg","","in","Bandung, Jawa Barat","0","1","0","https://x.com/alt_egoes/status/1828789469534990654","2524284607","alt_egoes"
"1828768383032324150","Wed Aug 28 13:39:02 +0000 2024","0","@Matcha080 tapi kalo ada megathrust kurang lebih kayak kita lah yg di bekasi dapet gempanya aja","1828789391441232296","","Matcha080","in","-6° 107°","0","1","0","https://x.com/fullsuncore/status/1828789391441232296","1373656236239982597","fullsuncore"
"1828788257557282919","Wed Aug 28 13:34:32 +0000 2024","0","Doa gue masih sama. Mending cepet deh Megathrust aja Ya Allah atau alien masuk Indonesia atau apalah. Udah capek banget sama kelakuan setan-setan ini ","1828788257557282919","","","in","","0","0","0","https://x.com/Raimei7788/status/1828788257557282919","1653168516433080320","Raimei7788"
"1828786367914226143","Wed Aug 28 13:27:01 +0000 2024","0","Komisi V DPR Minta BMKG Optimalkan Anggaran Mitigasi Gempa Megathrust https://t.co/dczYwf9qc7","1828786367914226143","","","in","Indonesia","0","0","0","https://x.com/wanalokadotcom/status/1828786367914226143","796595577953853440","wanalokadotcom"
"1828754779751002113","Wed Aug 28 13:25:42 +0000 2024","0","@gayuhwidhaliaa @speeenach Berhubung mau ada megathrust keknya mending pindah pulau aja. Ga usah ke Jateng ","1828786035570151666","","gayuhwidhaliaa","in","Indonesia","0","1","0","https://x.com/destsoe/status/1828786035570151666","323641768","destsoe"
"1828772018411508062","Wed Aug 28 12:30:00 +0000 2024","0","Dyah Roro Esti Pertanyakan Kesiapan Mitigasi Kemenperin Antisipasi Megathrust https://t.co/PdIQvpVCJs","1828772018411508062","","","in","","0","0","0","https://x.com/radaraktual/status/1828772018411508062","853782937782714368","radaraktual"
"1828769749536559446","Wed Aug 28 12:20:59 +0000 2024","0","Menghadapi Ancaman Megathrust Pakar: Jangan Panik Siap Siaga! https://t.co/gAd1k2uLdw","1828769749536559446","","","in","","0","0","0","https://x.com/andictavia/status/1828769749536559446","1642851254253809664","andictavia"
"1828769409420464232","Wed Aug 28 12:19:38 +0000 2024","0","berita tentang potensi tsunami megathrust #GakHabisHabis muncul di media mana ja.....","1828769409420464232","","","in","Indonesia","0","0","0","https://x.com/evie_darmadi/status/1828769409420464232","1237433000","evie_darmadi"
"1828768978380132667","Wed Aug 28 12:17:55 +0000 2024","3","dahal september mau ke jogja tapi gajadi aku takut gempa megathrust mending liburannya ditunda dulu aja","1828768978380132667","","","in","","0","1","0","https://x.com/cottoncandyssky/status/1828768978380132667","1175730482257911808","cottoncandyssky"
"1828766062999138723","Wed Aug 28 12:07:17 +0000 2024","1","Badan Meteorologi Klimatologi dan Geofisika (BMKG) memberikan penjelasan soal gempa megathrust di Indonesia yang disebut tinggal menunggu waktu. Pernyataan itu diklaim bukan berarti gempa besar akan terjadi dalam waktu dekat. https://t.co/jXrKNnxMlT","1828766301520875770","https://pbs.twimg.com/media/GWEVPlKaEAAJpDO.jpg","bemkmipa_unsoed","in","Purwokerto","0","1","0","https://x.com/bemkmipa_unsoed/status/1828766301520875770","751042735","bemkmipa_unsoed"
"1828766062999138723","Wed Aug 28 12:06:20 +0000 2024","0","[ SOSMAS IN NEWS 7 : ISU GEMPA MEGATHRUST ] Halo sobat KM MIPA Masyarakat indonesia saat ini sedang menyoroti isu gempa Megathrust yang disebutkan hanya tinggal menunggu waktu saja untuk terjadi. https://t.co/3JF9YNto9U","1828766062999138723","https://pbs.twimg.com/media/GWEVCXvaQAIEtCc.jpg","","in","Purwokerto","0","1","0","https://x.com/bemkmipa_unsoed/status/1828766062999138723","751042735","bemkmipa_unsoed"
"1828764933435077024","Wed Aug 28 12:01:51 +0000 2024","0","akhir-akhir ini asam lambung suka naik cmn gr gr stress bahas politik bnr bnr deg degan bgt dengan banyaknya isu. megathrust lah dinasti lah data bocor lah kayak anjir lah ketegangan ini bikin asam lambung gue kambuh","1828764933435077024","","","in","","0","0","0","https://x.com/snoweychips/status/1828764933435077024","2989450524","snoweychips"
"1828763892073300058","Wed Aug 28 11:57:43 +0000 2024","1","Sekali-kali beropini tentang kemampuan berpikir kritis menerima informasi tentang potensi Gempa Bumi Megathrust. https://t.co/Ogyv0q16Qm","1828763892073300058","","","in","Yogyakarta, Indonesia","0","0","1","https://x.com/ypramudya/status/1828763892073300058","55132686","ypramudya"
"1828762272422080599","Wed Aug 28 11:51:17 +0000 2024","0","Diskusi bertajuk Membangun Kesiapsiagaan Ancaman Megathrust di Tengah Masyarakat dalam Radio Insania Mataram 87 6 FM (Rabu 28 Agustus 2024) untuk informasi selanjutnya silahkan klik link dibawah ini https://t.co/i21KCruGaO https://t.co/KB9121Mj6t","1828762272422080599","https://pbs.twimg.com/media/GWERkqKaMAA-yUz.jpg","","in","Kota Mataram","0","0","0","https://x.com/bpbd_ntb/status/1828762272422080599","859292332822216704","bpbd_ntb"
"1828761285355524523","Wed Aug 28 11:47:21 +0000 2024","0","pejabat dan pemerintah brengsek itu lupa kalo kekuasaan tertinggi ada di tangan rakyat. dikata lu semua bisa berdiri di tahta pemerintahan atas suara siapa??? komen kelas megathrust hari ini ","1828761285355524523","","","in","eyy淡々とこなすshokuyokutan","0","0","0","https://x.com/shokuyokutan/status/1828761285355524523","160861699","shokuyokutan"
"1828760609472880869","Wed Aug 28 11:44:40 +0000 2024","0","plss siapa yg dgr ledakann??? gua takut itu megathrust ","1828760609472880869","","","in","Canberra, Australian Capital T","0","0","0","https://x.com/qwertyalove/status/1828760609472880869","1367352737801723906","qwertyalove"
"1828281894745841798","Wed Aug 28 11:41:35 +0000 2024","11","@GHOSTING_YABANG @Heraloebss Jari dijaga bang.. Asal ngetik aja gak dipikir dulu. Lu tau apa itu megathrust? Lu tau efeknya? Bercanda lu gk lucu bang! You've crossed the line..","1828759833052598281","","GHOSTING_YABANG","in","","0","1","0","https://x.com/matthew_the_kid/status/1828759833052598281","185524708","matthew_the_kid"
"1828632718063870019","Wed Aug 28 11:41:08 +0000 2024","0","@ekky1995 Dan di situ juga salah satu lokasi megathrust dan dia kayaknya Sumatera sentris. Kayak ngeremehin Kalimantan","1828759718292234389","","ekky1995","in","Ojos Negros, España","0","0","0","https://x.com/keptenhusin/status/1828759718292234389","864197918193926144","keptenhusin"
"1828758942656426224","Wed Aug 28 11:38:03 +0000 2024","0","Akhir akhir ini dibikin khawatir banget sama berita gempa megathrust #GakHabisHabis di sosial media #vivoY28","1828758942656426224","","","in","Surabaya, Jawa Timur","0","0","0","https://x.com/dephikusuma/status/1828758942656426224","413497558","dephikusuma"
"1237303796348284928","Wed Aug 28 11:36:40 +0000 2024","0"," Isu Gempa Megathrust untuk Menakut-takuti Masyarakat Agar Pindah ke IKN Wilayah yang Tidak Ada Gempa Faktanya pembahasan mengenai gempa di zona Megathrust Selat Sunda sudah lama dilakukan oleh BMKG sebelum terjadinya tsunami Aceh pada 2004. ... https://t.co/ZKFRCMvIxG","1828758594365665654","https://pbs.twimg.com/media/GWEONf2XYAAzIFr.jpg","TurnBackHoax","in","Jakarta Pusat, DKI Jakarta","0","2","1","https://x.com/TurnBackHoax/status/1828758594365665654","803432630121218048","TurnBackHoax"
"1828744124981280963","Wed Aug 28 10:39:10 +0000 2024","0","Halo sobat PPI salam 24 jam Gimana semua aktivitas kalian ? mudah mudahan selalu diberi kelancaran ya ️ Baru baru ini sedang hangat banget tentang fenomena gempa megathrust yg disampaikan sama pihak BMKG.","1828744124981280963","","","in","WORLDWIDE","0","1","0","https://x.com/_radioppidunia_/status/1828744124981280963","39649264","_radioppidunia_"
"1828406218521747969","Wed Aug 28 10:33:01 +0000 2024","0","@Gus_Mail @GerobakMilMul @Naka_Kyotaru @LembagaKERIS Terakhir megathrust di kawasan itu kapan ? Ngeyel bat bocah dah kek ilmuwan aja. Ilmuwan sekalipun aja gaberani ngasih rekomendasi buat bangun disitu lu udh gaada ilmunya cuman make logika dasar ngawur aja ngotot.","1828742575752356133","","Gus_Mail","in","📍Already on Hlm","0","0","0","https://x.com/ReynaldyFp/status/1828742575752356133","110036889","ReynaldyFp"
"1828742406352871527","Wed Aug 28 10:32:20 +0000 2024","0","13 Zona Gempa Megathrust Berhasil Diidentifikasi Peneliti BMKG Berikut Daftar Wilayahnya ....https://t.co/gT2eBRnmWp","1828742406352871527","","","in","Jakarta","0","0","0","https://x.com/kalderanews/status/1828742406352871527","817669043792420864","kalderanews"
"1828742376455843947","Wed Aug 28 10:32:13 +0000 2024","25","Badak Jawa di TNUK terancam tsunami megathrust [1]. Pada skenario terburuk tinggi tsunami &gt;20m genangi hampir semua area ekosistemnya [2]. Mitigasi perlu dilakukan utk hindari kepunahannya. @infomitigasi @KementerianLHK [1].https://t.co/hqNHcpKeLf [2].https://t.co/vmJpLZQSRe https://t.co/AdM7hYqM5I","1828742376455843947","https://pbs.twimg.com/media/GWD_gBaaYAANg1a.jpg","","in","Sleman, Indonesia","1","3","17","https://x.com/widjokongko/status/1828742376455843947","79800284","widjokongko"
"1828738073242595589","Wed Aug 28 10:15:07 +0000 2024","0","Sebulan ini 2 typhoon satunya mau dteng beras langka blm lg info megathrust. Fragile bgt negara ini sbnrnya kl ga punya kultur dan budaya yg mumpuni...","1828738073242595589","","","in","","0","0","0","https://x.com/goesekaon/status/1828738073242595589","1757991336215822336","goesekaon"
"1828736118206144889","Wed Aug 28 10:07:21 +0000 2024","0","kalo megathrust kira2 langsung wisuda atau langsung mati ya","1828736118206144889","","","in","","0","0","0","https://x.com/pijiinn/status/1828736118206144889","1260548315201953794","pijiinn"
"1828735317148586137","Wed Aug 28 10:04:10 +0000 2024","0","Ternyata Gempa Megathrust Telah Diramal Jayabaya Akan Membelah Pulau Jawa? Berikut Kata Para Ahli! #gempa https://t.co/zmQkRPciMX","1828735317148586137","","","in","","0","0","0","https://x.com/Viiralbanget/status/1828735317148586137","1806021977901260800","Viiralbanget"
"1828677366379614584","Wed Aug 28 09:39:51 +0000 2024","0","@Aceh @humasaceh @DPR_Aceh @prokopim_abar @syariatislamm Hadehh Hari gini Tim rumpun sains berusaha ngitung2x megathrust...","1828729196106977604","","Aceh","in","Nusantara","0","0","0","https://x.com/habe39/status/1828729196106977604","1003000160","habe39"
"1828728392214261904","Wed Aug 28 09:36:39 +0000 2024","0","Ini komen-komennya bilang itu ada bahaya megathrust ato krakatau woy Jadikan pertanyaan kenapa Danau Toba Danau Maninjau hampir semua gunung berapi di Indonesia ada permukiman yang besar. Ya semua ada resiko yg satu resiko alam yang satu resiko jadiin negeri ini orba lg","1828728392214261904","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/SpaceBBKii/status/1828728392214261904","1409712322466095108","SpaceBBKii"
"1828728283527340161","Wed Aug 28 09:36:13 +0000 2024","0","Siapkah rumah kamu menghadapi gempa megathrust? Jangan tunggu sampai terlambat pastikan fondasi rumahmu kuat dan aman! #SimasInsurtech #gempabumi #gempamegathrust #asuransirumah #rumah https://t.co/iy679EA7UE","1828728283527340161","","","in","Jakarta Capital Region","0","0","0","https://x.com/simasinsurtech/status/1828728283527340161","2884973955","simasinsurtech"
"1828727055917449441","Wed Aug 28 09:31:20 +0000 2024","1","Mereka bahkan sudah melupakan tsunami selat sunda tahun 2018. Potensi megathrust selat sunda jauh lebih besar dibandingkan jepang‍️ https://t.co/qdIvkhsJaM","1828727055917449441","https://pbs.twimg.com/media/GWDxkAaagAALnBd.jpg","","in","","0","0","0","https://x.com/gabutforlife/status/1828727055917449441","1772557703744991232","gabutforlife"
"1828724447983083715","Wed Aug 28 09:26:53 +0000 2024","8","@denismalhotra Termasuk kepentingan pesanan oligarki (IKN PIK Rempang dll) akan mulus tanpa kontrol. Bencana Megathrust siap datang untuk menghentikan kedzaliman seperti ini.","1828725935165919370","","denismalhotra","in","+62","0","0","0","https://x.com/agnofficial_/status/1828725935165919370","606394623","agnofficial_"
"1828406218521747969","Wed Aug 28 09:23:12 +0000 2024","0","@ReynaldyFp @GerobakMilMul @Naka_Kyotaru @LembagaKERIS Peluang megathrust emang ada dan mungkin sengan siklus yg MUNGKIN baru akan kejadian ratusan bahkan mungkin ribuan tahun sekali idealnya gak karena ada kemungkinan itu trus menghambat pembangunan ekonomi. Ibarat manusia udah pasti akan mati tp tetep kerja biar bs sekaya mgkin","1828725007125737863","","ReynaldyFp","in","Nigeria ","0","1","0","https://x.com/Gus_Mail/status/1828725007125737863","304875639","Gus_Mail"
"1828719532682424659","Wed Aug 28 09:21:22 +0000 2024","0","@DKIJakarta Daripada ngeributin megathrust mendingan urusin blanko KTP yang kosong di hampir semua kelurahan di Jakarta. warga banyak ngeluh bikin KTP sudah 3 bulan ga kelar-kelar. Gempa bumi itu ga bisa diprediksi seperti cuaca","1828724544116584763","","DKIJakarta","in","","0","0","0","https://x.com/awang_gondrong/status/1828724544116584763","1561682008291491840","awang_gondrong"
"1828719606825091416","Wed Aug 28 09:18:54 +0000 2024","0","@dippky @NaungAsmara Takut nanti megathrust..","1828723923544113588","","dippky","in","","0","0","0","https://x.com/staxgaze/status/1828723923544113588","3268078968","staxgaze"
"1828686727999045756","Wed Aug 28 09:18:40 +0000 2024","1","@6_arung @Martinus_Leo Coba tanya mereka soal heboh2 Megathrust.","1828723866392572008","","6_arung","in","","0","1","0","https://x.com/vwexcellent/status/1828723866392572008","1491588679823167488","vwexcellent"
"1828406218521747969","Wed Aug 28 09:08:17 +0000 2024","0","@Gus_Mail @GerobakMilMul @Naka_Kyotaru @LembagaKERIS DITAKUT TAKUTI MEGATHRUST GA TUH WKWKWK ","1828721254565810488","","Gus_Mail","in","📍Already on Hlm","0","1","0","https://x.com/ReynaldyFp/status/1828721254565810488","110036889","ReynaldyFp"
"1828719532682424659","Wed Aug 28 09:01:27 +0000 2024","2","WASPADA!! BMKG memprediksi bahwa gempa megathrust akan melanda wilayah Jakarta dan Pulau Jawa? Jangan panik! Pelajari cara perlindungan diri ini supaya kamu dan keluarga bisa selamat apabila gempa terjadi. Ketahui trik DROP-COVER-HOLD ON ketika kamu terjebak di dalam ruangan https://t.co/vxkRqwzrWJ","1828719532682424659","https://pbs.twimg.com/amplify_video_thumb/1828719351941242880/img/AkGJFFYg1CSd5Q0p.jpg","","in","Jakarta, Indonesia","0","1","3","https://x.com/DKIJakarta/status/1828719532682424659","166014938","DKIJakarta"
"1828682774250979581","Wed Aug 28 06:35:23 +0000 2024","0","demi 2024 banyak bgt ya yg dipikirin megathrust mpox apalagii","1828682774250979581","","","in","she/her~","0","0","0","https://x.com/syndromjaebri/status/1828682774250979581","1290554285525069824","syndromjaebri"
"1828682451385979116","Wed Aug 28 06:34:06 +0000 2024","0","megathrust ini #GakHabisHabis ya beritanya makin bikin takut aja nih buat kemana mana","1828682451385979116","","","in","Indonesia","0","0","0","https://x.com/kwshaa/status/1828682451385979116","1751563766704308224","kwshaa"
"1828681315669168369","Wed Aug 28 06:29:35 +0000 2024","0","berita sekkarang makin ngeri ya apalagi tentang megathrust beneran auto pantengin update nnya sih #GakHabisHabis","1828681315669168369","","","in","Indonesia","0","0","0","https://x.com/ponphuu/status/1828681315669168369","1733837711440756738","ponphuu"
"1828681036760551435","Wed Aug 28 06:28:29 +0000 2024","0","Hahaha.... KIM ketawa MEGAthrust bakal digebuk Mulyono lagi. #dagelanpolitik #pdip #mulyono","1828681036760551435","","","in","","0","0","0","https://x.com/makhlukhidup62/status/1828681036760551435","1124250357675126784","makhlukhidup62"
"1828679630192267642","Wed Aug 28 06:22:53 +0000 2024","0","Ada 4 wilayah di Jawa Tengah yang disebut berpotensi terdampak gempa megathrust. https://t.co/y0XvADXeH6 #gempa #Megathrust #beritaterkini","1828679630192267642","","","in","Jakarta Selatan","0","0","0","https://x.com/teknologitekdi/status/1828679630192267642","1473964599955181571","teknologitekdi"
"1828675547758567689","Wed Aug 28 06:06:40 +0000 2024","12","Viral serbuan ikan ke bibir pantai selatan di Kabupaten Tasikmalaya Jabar dalam beberapa hari terakhir. Ikan-ikan itu berterbangan saat sejumlah orang hendak menangkapnya. Sebagian ikan loncat ke darat dan mudah ditangkap warga. #Megathrust https://t.co/P4nDfnJdXz https://t.co/dnoRAxrkRu","1828675547758567689","https://pbs.twimg.com/ext_tw_video_thumb/1828675382830374912/pu/img/4w6-FtT9GM7Z7ak7.jpg","","in","","2","8","8","https://x.com/detikjabar_/status/1828675547758567689","1668145168468541441","detikjabar_"
"1828266023033938376","Wed Aug 28 06:05:58 +0000 2024","0","@infoBMKG Dengan meningkatnya intensitas gempa maka dapat meminimalisir dampak megathrust. Kita doakan....","1828675372751478833","","infoBMKG","in","","0","0","0","https://x.com/onlyfirst614482/status/1828675372751478833","1650383443375849472","onlyfirst614482"
"1828431519981150501","Wed Aug 28 06:03:16 +0000 2024","0","@niarrac @sulkycatz @riswords Lah megathrust ambe mpox iku contohe ","1828674693718802656","","niarrac","in","Indonesia","0","0","0","https://x.com/dipanggilcicay/status/1828674693718802656","825367074029514752","dipanggilcicay"
